,Tweets
389,"RT @lior_gazit: Characterizing quantum advantage in machine learning by understanding the power of data

#NLP #MachineLearning
#AI

https:/…"
390,"1. Proses transaksi dalam POS
2. Proses pemberian diskon
3. Proses validasi fraud
4. Estimasi kerugian fraud. 

Ingat, tidak semua masalah harus diselesaikan dengan Machine Learning. Business process yang baik dapat menyelesaikan banyak masalah yang ada."
391,RT @im_a_developer: How to create a chatbot in Python https://t.co/1nx4cFBwm8 #python #machine-learning #artificialintelligence #data-scien…
392,"RT @PrasoonPratham: My most favourite Machine learning tools : 

- Google colab
- Kaggle
- TensorFlow
- Pytorch
- SciKit Learn
- Pandas
- M…"
393,RT @Siyasaran3: DATA SCIENCE VS MACHINE LEARNING - SASVBA - The Best Educational Hub - DATA SCIENCE VS MACHINE LEARNING - SASVBA - The Best…
394,RT @gp_pulipaka: Free eBook: Mastering #Azure Machine Learning. #BigData #Analytics #DataScience #IoT #IIoT #Python #RStats #TensorFlow #Ja…
395,"RT @omarsar0: Most of us start our machine learning journeys while doing something else.

I remember feeling discouraged at times because I…"
396,Machine Learning Approaches to Analyzing Adverse Events Following Durable LVAD Implantation. https://t.co/LVrypWMxCo https://t.co/RGmu0XJK1a
397,@loopioinc Insights Selected to Join Impact Radius Marketplace https://t.co/fjv6v1l38d #Martech #Tech #Technology #Marketing #B2B #Sales
398,"RT @manu_msr: What is a Bernoulli Distribution?

#DataScience https://t.co/z6pAw1uc6t"
399,@PrasoonPratham @hackernoon has a whole bunch of stories of ML https://t.co/OZf1nC24yl
400,"What is a Bernoulli Distribution?

#DataScience https://t.co/z6pAw1uc6t"
401,""" Most conclude that if the algorithm had only used the right data .. then the bias never would have happened.

But the question isn’t if a machine learning model will systematically discriminate against people, it’s who, when, and how. "" 

https://t.co/XAucYMCVIO"
402,RT @gp_pulipaka: Google's #MachineLearning Solution Architecture. #BigData #Analytics #DataScience #AI #IoT #IIoT #PyTorch #Python #RStats…
403,"RT @gallamine: 7 new remote data science, machine learning engineering, and data science manager jobs: 
https://t.co/Gl1xab3HWT"
404,"RT @drsrinathsridha: I am looking for PhD students to join my group in Fall 2021 @BrownCSDept

If you are interested in 3D computer vision…"
405,"7 new remote data science, machine learning engineering, and data science manager jobs: 
https://t.co/Gl1xab3HWT"
406,RT @math_rachel: Question: what real-world examples have you seen of contestability being built into a machine learning system? https://t.c…
407,"@lexfridman can you podcast Seth Lloyd?
maybe some quantum machine learning topics..
https://t.co/dKBLSQfzRI"
408,I ❤️ machine learning https://t.co/KyJdvyza6r
409,"RT @couponed_code: Machine Learning Deep Learning Model Deployment 
@udemy Udemy Promo Discount

https://t.co/mz5AngC2RJ

#DeepLearning #An…"
410,"RT @couponed_code: Machine Learning Deep Learning Model Deployment 
@udemy Udemy Promo Discount

https://t.co/mz5AngC2RJ

#DeepLearning #An…"
411,@noxyvereor I’m still brushing up on the math needed for my machine learning phase
412,RT @gp_pulipaka: Google's #MachineLearning Solution Architecture. #BigData #Analytics #DataScience #AI #IoT #IIoT #PyTorch #Python #RStats…
413,RT @gp_pulipaka: Google's #MachineLearning Solution Architecture. #BigData #Analytics #DataScience #AI #IoT #IIoT #PyTorch #Python #RStats…
414,RT @gp_pulipaka: Google's #MachineLearning Solution Architecture. #BigData #Analytics #DataScience #AI #IoT #IIoT #PyTorch #Python #RStats…
415,RT @gp_pulipaka: Google's #MachineLearning Solution Architecture. #BigData #Analytics #DataScience #AI #IoT #IIoT #PyTorch #Python #RStats…
416,"@ellaworsdale @AyeshaRahimCCIO @Asifmbachlani @DrG_NHS @Psycle_Doc @marcus_baw @colinoscopy62 @PhilHornerHoBI 6. don’t be daunted by jargon: ‘machine learning’, ‘parallel processing’ ‘R’ - stick to the basics to begin with: what do you want to see?"
417,"RT @YouAccel: Machine Learning - Fundamentals
90% OFF - Regular ($199.00) - Now Only $19.00

[Register] - https://t.co/U5iUt82vNR

Python F…"
418,Why Automated Machine Learning Is Becoming A Must-Have Business Intelligence Skill https://t.co/Hf08TnxmPi https://t.co/hmAQNnGnNe
419,"O que acho massa das aula do MIT, nesta temática de Machine Learning e Deep Learning, é que todos os slides são feitos em equipe. O slide de Deep Learning é o mesmo que o prof. de Machine Learning usou mas só que com os adicionais. Claramente, um trabalho conjunto."
420,RT @AGROWN1: Barton Breeze Introduces Artificial Intelligence And Machine Learning Methods For Choosing Indoor Hydroponic Farm Kits https:/…
421,"RT @PrasoonPratham: Here's what your first 30 days of Machine Learning should look like.

(I wish I had this before)
🧵👇 https://t.co/7LsR7V…"
422,RT @gp_pulipaka: Free eBook: Mastering #Azure Machine Learning. #BigData #Analytics #DataScience #IoT #IIoT #Python #RStats #TensorFlow #Ja…
423,RT @gp_pulipaka: Free eBook: Mastering #Azure Machine Learning. #BigData #Analytics #DataScience #IoT #IIoT #Python #RStats #TensorFlow #Ja…
424,RT @AGROWN1: Barton Breeze Introduces Artificial Intelligence And Machine Learning Methods For Choosing Indoor Hydroponic Farm Kits https:/…
425,RT @gp_pulipaka: Free eBook: Mastering #Azure Machine Learning. #BigData #Analytics #DataScience #IoT #IIoT #Python #RStats #TensorFlow #Ja…
426,RT @gp_pulipaka: Automated Machine Learning Pipelines. #BigData #Analytics #DataScience #AI #MachineLearning #IoT #IIoT #PyTorch #Python #R…
427,RT @gp_pulipaka: Automated Machine Learning Pipelines. #BigData #Analytics #DataScience #AI #MachineLearning #IoT #IIoT #PyTorch #Python #R…
428,RT @gp_pulipaka: Automated Machine Learning Pipelines. #BigData #Analytics #DataScience #AI #MachineLearning #IoT #IIoT #PyTorch #Python #R…
429,RT @gp_pulipaka: Automated Machine Learning Pipelines. #BigData #Analytics #DataScience #AI #MachineLearning #IoT #IIoT #PyTorch #Python #R…
430,RT @DD_Bun_: Preparing for Machine Learning Interview Questions in R: Prepare for your upcoming machine learning interview by working throu…
431,"RT @HarbRimah: Google AI Launches ‘Hum to Search’ https://t.co/mHGCq5mqYr 

#MachineLearning #DataScience #Python #AI #100DaysOfCode #DEVCo…"
432,RT @DoktrNick: Woohoo! The paper by Simon Thomas from my lab on interpretable machine learning methods for skin cancer imaging is out! A be…
433,"RT @dylanrecon89: Machine learning text-generating models can write like humans, but they don't have common sense https://t.co/wcvS4HdOT3 #…"
434,"RT @PrasoonPratham: My most favourite Machine learning tools : 

- Google colab
- Kaggle
- TensorFlow
- Pytorch
- SciKit Learn
- Pandas
- M…"
435,"RT @dylanrecon89: Machine learning text-generating models can write like humans, but they don't have common sense https://t.co/wcvS4HdOT3 #…"
436,"KI = Künstliche Idioten.

Machine Learning: KI bewertet Frauen häufiger nach Aussehen https://t.co/KZbO6cTOTT via @golem"
437,RT @SunilPandita77: @NICE_Actimize has announced the latest version of its IFM-X platform that delivers one of the industry’s most advanced…
438,"RT @ReflectionAI: Smarter AI Technology in a New Light-Powered Chip

Researchers have developed AI technology that brings together imaging,…"
439,"RT @blue_metrix: How And Why You Should Use AI And Machine Learning To Enhance Business Intelligence
#DataScience #AdvancedAnalytics #ML #A…"
440,"@NICE_Actimize has announced the latest version of its IFM-X platform that delivers one of the industry’s most advanced detection capabilities powered by AI and machine learning.

Learn more &gt;&gt;
https://t.co/gPYT2utQw0

#IFMX #fraud #frauddetection #AI #machinelearning https://t.co/m1KIveArdu"
441,"Smarter AI Technology in a New Light-Powered Chip

Researchers have developed AI technology that brings together imaging, processing, machine learning, and memory in one electronic chip, powered by light.
#ai #artificialintelligence #machinelearning
https://t.co/oDUX86mpJl"
442,"How And Why You Should Use AI And Machine Learning To Enhance Business Intelligence
#DataScience #AdvancedAnalytics #ML #AI #BusinessIntelligence
https://t.co/yDL057xUid"
443,"RT @dorigo: On 11/25 @6PM CET I will lecture ITLisboa on handling systematic uncertainties with Machine Learning, see https://t.co/69zxowpA…"
444,"RT @dorigo: On 11/25 @6PM CET I will lecture ITLisboa on handling systematic uncertainties with Machine Learning, see https://t.co/69zxowpA…"
445,"It seems every machine learning framework builds its own scale up platform.
Guys - just stop and use kubernetes. It's a pain for real production use cases"
446,https://t.co/EOOr4COeUv
447,"RT @KevinClarity: “Demystifying Quantum Machine Learning” by @shekhartz
https://t.co/gTRbI4M0eT

#Machinelearning #100DaysOfCode #IoT #IIoT…"
448,"RT @KevinClarity: “Demystifying Quantum Machine Learning” by @shekhartz
https://t.co/gTRbI4M0eT

#Machinelearning #100DaysOfCode #IoT #IIoT…"
449,"RT @KevinClarity: “Demystifying Quantum Machine Learning” by @shekhartz
https://t.co/gTRbI4M0eT

#Machinelearning #100DaysOfCode #IoT #IIoT…"
450,RT @LostinOblivion5: @PrasoonPratham do you have any resource where i can learn how to use Machine learning in Cyber Security ? ?????
451,"Beyond COVID-19, retail looks to transform with AI/ML @googlecloud https://t.co/Pp0lObKF3t @googlecloud"
452,RT @fahimmoledina7: Machine Learning Predicts How Cancer Patients Will Respond to Therapy #ArtificialIntelligence #learning via https://t.c…
453,RT @bbrunaud: Is Machine Learning responsible for the downfall of society?. Content recommendation engines are creating alternative realiti…
454,Machine Learning / AI Internship https://t.co/ViiiXVISoW  via @goodfellow_ian
455,"Unit testing is often overlooked in ML. 

You can test your:
🛢 Data pipelines
🖥 Model outputs
🔗 Integration

@v_vashishta on why we need unit tests 👇🏼
https://t.co/a1ZjU5oAkc"
456,RT @fahimmoledina7: Machine Learning Predicts How Cancer Patients Will Respond to Therapy #ArtificialIntelligence #learning via https://t.c…
457,RT @bbrunaud: Is Machine Learning responsible for the downfall of society?. Content recommendation engines are creating alternative realiti…
458,@PrasoonPratham do you have any resource where i can learn how to use Machine learning in Cyber Security ? ?????
459,"RT @ExperianDataLab: In this episode of our #DataTalk podcast, we talked with Chakri Cherukuri at Bloomberg about ways machine learning is…"
460,RT @bbrunaud: Is Machine Learning responsible for the downfall of society?. Content recommendation engines are creating alternative realiti…
461,"RT @rdherrera15: #DataAnalytics #ArtificialIntelligence #DigitalTransformation #MachineLearning #DragonAnalytics #IIN3007 
We can’t build a…"
462,"RT @RichardEudes: The way we train AI is fundamentally flawed https://t.co/kgiRVQ7oR8 #artificialintelligence, #businessanalytics #ba, #dat…"
463,"RT @rdherrera15: #DataAnalytics #ArtificialIntelligence #DigitalTransformation #MachineLearning #DragonAnalytics #IIN3007 
We can’t build a…"
464,"RT @TechINDpoliticS: machine-learning model to help people with lower or no-vision run freely.
.
.
.
#TechINDpolitics #google #projectguide…"
465,"RT @MarcGBQ: Machine Learning predicts thermostable enzyme variants, MD+aMD rationalize the molecular basis behind it! Fantastic and fun wo…"
466,@GoyardMarley An awesome example of Machine Learning. There are 2 algorithms competing against each other. One to make the face and one trying to detect fake faces. So the one making the faces continues to get better as it figures out what is right and what is wrong.
467,"RT @NPR: Using machine learning and AI, researchers behind a $3.3 million project funded by the EU hope to document — and later recreate —…"
468,"RT @PrasoonPratham: My most favourite Machine learning tools : 

- Google colab
- Kaggle
- TensorFlow
- Pytorch
- SciKit Learn
- Pandas
- M…"
469,Machine Learning: #KI bewertet Frauen häufiger nach Aussehen https://t.co/ZcDqqbfa1N
470,RT @pythonbot_: How Lyft Uses PyTorch to Power Machine Learning for Their Self-Driving Cars https://t.co/uo41YKNFnA  #Pytorch
471,"RT @PrasoonPratham: My most favourite Machine learning tools : 

- Google colab
- Kaggle
- TensorFlow
- Pytorch
- SciKit Learn
- Pandas
- M…"
472,"RT @svpino: Here is one of the best resources I've found to learn some of the math behind Machine Learning!

And it's free!

""Introduction…"
473,"RT @TechINDpoliticS: machine-learning model to help people with lower or no-vision run freely.
.
.
.
#TechINDpolitics #google #projectguide…"
474,2nd International Conference on Artificial Intelligence and Machine Learning (CAIML 2021) https://t.co/rywjmRv3U5
475,"RT @AhmadMustafaAn1: 5 steps for supervised machine learning
1. Collecting Labeled Data
2. Choosing the Performance Metrics
3. Choosing the…"
476,"RT @PrasoonPratham: From my little experience, I can tell that Machine learning is not what people think is :  

►  Lots of code and
►  Jus…"
477,"Artificial intelligence, machine learning, 5G, IoT will be most important tech in 2021: Study - On https://t.co/GTthccMrGa #ai #intoAInews"
478,RT @HBAkirmak: #MachineLearning weekend continued. Back to #NLP. There's a pretrained GPT-2 model in AWS Marketplace which you can instantl…
479,"machine-learning model to help people with lower or no-vision run freely.
.
.
.
#TechINDpolitics #google #projectguideline #blind #run #india #instagram #love #photography #mumbai #indianpolitics #politics #kerala #uttarpradesh #trek #delhi #andhrapradesh #tamilnadu #travel"
480,"AI and Machine Learning Can Repurpose Humans, Not Replace Them - Meanwhile, emerging technologi https://t.co/XhfCJF8zdp #ai #intoAInews"
481,"RT @ValaAfshar: Top technology investments for CIOs and IT:

1. Security
2. Big data and analytics
3. Internet of things
4. Multi-cloud str…"
482,"RT @rzembo: Machine learning yields a breakthrough in the study of stellar nurseries

#MachineLearning #AI #Science #Astronomy via @physorg…"
483,"RT @drsrinathsridha: I am looking for PhD students to join my group in Fall 2021 @BrownCSDept

If you are interested in 3D computer vision…"
484,Here are 12 of the coolest machine learning startups of 2020. #artificialintelligence https://t.co/2DhzsTLkPJ https://t.co/PDCqCAwhVj
485,Preparing for Machine Learning Interview Questions in R: Prepare for your upcoming machine learning interview by working through these practice questions that span across important topics in machine learning. https://t.co/uEezucKMiC
486,"RT @drsrinathsridha: I am looking for PhD students to join my group in Fall 2021 @BrownCSDept

If you are interested in 3D computer vision…"
487,"RT @betanalpha: It's the weekend so I'm going to rant a little bit about degenerate inferences, why they're so common in machine learning,…"
488,"RT @drsrinathsridha: I am looking for PhD students to join my group in Fall 2021 @BrownCSDept

If you are interested in 3D computer vision…"
489,"RT @svpino: Here is one of the best resources I've found to learn some of the math behind Machine Learning!

And it's free!

""Introduction…"
490,"RT @RichardEudes: The way we train AI is fundamentally flawed https://t.co/kgiRVQ7oR8 #artificialintelligence, #businessanalytics #ba, #dat…"
491,"RT @AnalyticsFrance: #Intelligentchatbots - The future of machine learning techniques

 https://t.co/4PZE8b6Np1 

#Blog #Elinsys #MachineLe…"
492,"RT @svpino: Don't start your career in Machine Learning by writing a lot of code. You should start by learning to think about problems. 

I…"
493,RT @TDataScience: How I Built and Deployed a Fun Serverless Machine Learning App by @ahmed_besbes_  https://t.co/LrVbjVu9ol
494,"RT @betanalpha: It's the weekend so I'm going to rant a little bit about degenerate inferences, why they're so common in machine learning,…"
495,"Si trabajas en el sector de servicios a empresas o eres desempleado fórmate sin coste en Inteligencia Artificial, Big Data, Machine Learning, Python, Business Intelligence o ITIL. Matricula abierta hasta el 31 de Octubre https://t.co/wsKksgnPPh"
496,"RT @manu_msr: Python Coding From Scratch: Matrix Multiplication Without Any Machine Learning Libraries!

#DataScience https://t.co/653NxhT5…"
497,"@Laramaxinecross @otheranthony @realcarlitosway @dark1x That's optimistic of you. Ps4/Xbone launched way back in 2013, the hardware was underpowered at the time, Moore's Law has been slowing down since, and Machine Learning is earmarked to pick up the slack which the PS5 &amp; Series X can leverage."
498,"RT @PrasoonPratham: My most favourite Machine learning tools : 

- Google colab
- Kaggle
- TensorFlow
- Pytorch
- SciKit Learn
- Pandas
- M…"
499,"""[D]rive initiatives to improve the efficiency and efficacy of our digital technologies including IT automation, artificial intelligence, machine learning and cloud technologies.""

It's like C*mmings's fecking blog."
500,RT @AWSstartups: Join two AWS #ML experts @alliekmiller &amp; Sean Wilkinson to hear the rundown of the newest AWS #machinelearning releases. Y…
501,Integrate machine learning and artificial intelligence to power your game player insights. Unlock your organization’s insights with Google BigQuery and Looker #google #alphabet #ML #AI #googlecloud #BigQuery #Looker https://t.co/5tWv8z1EdH
502,"RT @drsrinathsridha: I am looking for PhD students to join my group in Fall 2021 @BrownCSDept

If you are interested in 3D computer vision…"
503,RT @HBAkirmak: #MachineLearning weekend continued. Back to #NLP. There's a pretrained GPT-2 model in AWS Marketplace which you can instantl…
504,"#TechnoCool: Artificial Intelligence and Machine Learning, 5G and IoT will be the Most Important Technologies in 2021, According to new IEEE Study - PRNewswire

#tech #technology #datascience #neuralnetworks #ai #ml #agi

Read More Here:
https://t.co/f2nH8emIry"
505,"RT @222_skawngur: หลังจากทำงานในบ.อินแจ ดัลมีก็ออกมาตั้งบ.ใหม่เอง ใช้ชื่อว่า ""ชองมยอง คอมปานี"" (ชื่อของพ่อดัลมี) ซึ่งดัลมีเป็นCEO 
เอาโปรเจ…"
506,"RT @drsrinathsridha: I am looking for PhD students to join my group in Fall 2021 @BrownCSDept

If you are interested in 3D computer vision…"
507,"Python Coding From Scratch: Matrix Multiplication Without Any Machine Learning Libraries!

#DataScience https://t.co/653NxhT59q"
508,RT @TDataScience: How I Built and Deployed a Fun Serverless Machine Learning App by @ahmed_besbes_  https://t.co/LrVbjVu9ol
509,"RT @svpino: 10 questions that spark conversations, make you think, and give you a solid foundation of practical Machine Learning.

🧵👇"
510,"RT @drsrinathsridha: I am looking for PhD students to join my group in Fall 2021 @BrownCSDept

If you are interested in 3D computer vision…"
511,"RT @tamaybes: A few months ago, I wrote an economics dissertation on whether machine learning models are getting harder to find. Here’s a s…"
512,"RT @svpino: Don't start your career in Machine Learning by writing a lot of code. You should start by learning to think about problems. 

I…"
513,RT @IntuitMachine: The state of machine learning practice: https://t.co/A4pesHh9c8
514,"Half of the semaphores in any given city are redundant. But they are not useless.

Sometimes is better to have an overparameterized model with constraints (aka regularization) than a simpler model with the exact number of needed parameters.

And this is a machine learning tweet."
515,"RT @NPR: Using machine learning and AI, researchers behind a $3.3 million project funded by the EU hope to document — and later recreate —…"
516,RT @FrancoisCointe: Vendée Globe : Alex Thomson mène sa course sous le signe de la Data et du Machine Learning https://t.co/B27l5z07Z9 &amp; ht…
517,"The possibilities are endless. 

Make #machinelearning and #datascience projects simpler with our cloud-based technologies: https://t.co/wdX7RewEu7 https://t.co/rvm01YvgHG"
518,RT @LeMagIT: Vendée Globe : Alex Thomson mène sa course sous le signe de la Data et du Machine Learning https://t.co/eLRJVbXDo6 &amp; https://t…
519,"How DeepMap optimizes their video inference workflow with Amazon SageMaker Processing https://t.co/afSTSutMEf

#CyberSecurity #digital #Hackers #infosec @reach2ratan #malware #cloud #cloudsecurity #dataprotection #Privacy #infosec #informationsecurity #cloudcomputing… https://t.co/D1kQR7zEuG"
520,[Course Video] Data Science and Machine Learning: Lab Set Up &amp; Installation https://t.co/WGAkBrxMvl https://t.co/hNljTooGZJ
521,"RT @ExperianDataLab: In this episode of our #DataTalk podcast, we talked with Chakri Cherukuri at Bloomberg about ways machine learning is…"
522,"In this episode of our #DataTalk podcast, we talked with Chakri Cherukuri at Bloomberg about ways machine learning is used in financial decisions. List now: https://t.co/cDKSZcZpx3 https://t.co/HcsDV6Si0l"
523,"New Collaboration Brings the Power of Enterprise No-code platform, #Cloud and #AI /Machine Learning to the Retirement Services market https://t.co/3nAAN8KsRb"
524,RT @FrancoisCointe: Vendée Globe : Alex Thomson mène sa course sous le signe de la Data et du Machine Learning https://t.co/B27l5z07Z9 &amp; ht…
525,"All Machine Learning Algorithms You Should Know in 2021 | by Terence S | Nov, 2020 | Towards Data Science https://t.co/WBx10wJs2H"
526,"RT HackersSlackers ""Lynx Roundup, November 23rd 2020

Unexpected scientific insights into COVID-19 from machine learning! Information in micrographs of biological cells! New Spark 3 array functions.

 #Roundup

https://t.co/wgGhezlVDN https://t.co/id1ycpUudp"""
527,RT @TDataScience: All Machine Learning Algorithms You Should Know in 2021  https://t.co/0Yl057FAHu
528,RT @IntuitMachine: The state of machine learning practice: https://t.co/A4pesHh9c8
529,"So far it has good impact and it is promoting Good marketing to get optimized results using analytics and machine learning.

Read more 👉 https://t.co/HDBVvpS2AN

 #ArtificialIntelligence #AmazingConcept #AiMarketing #MarketingGame #BlankNikePresto #RequireHumanInterference https://t.co/X5v6G85l57"
530,"RT @PrasoonPratham: From my little experience, I can tell that Machine learning is not what people think is :  

►  Lots of code and
►  Jus…"
531,"Are you interested in machine learning? #ArtificialIntelligence techniques are increasingly being used to draw conclusions in medicine; it's essential to be able to parse strong #machinelearning papers from weaker ones. Take a look.

https://t.co/xvRTELeGWr"
532,"RT @omarsar0: Has #100DaysOfMLCode actually worked for anyone?

Learning about machine learning is an extremely bumpy road. 

In my experie…"
533,The way we train AI is fundamentally flawed | MIT Technology Review #fintechPortugal #fintechpartners #ftp #Fintech #Portugal #GiveFirst #Trust https://t.co/Bc0Ohh8CMd
534,"#Machine Learning# Prediction of Diabetic Patients #Follow-Up Patterns at Family Medicine Clinic of Tertiary Health Care Provider, Riyadh, Saudi Arabia https://t.co/2ypjKjPdPm"
535,"The way we train AI is fundamentally flawed
The process used to build most of the machine-learning models we use today can't tell if they will work in the real world or not—and that’s a problem. 

#fintechPortugal #fintechpartners…https://t.co/fn2w7q33kT https://t.co/vajRmojokr"
536,RT @willman20: How Machine Learning Works for Social Good https://t.co/kTja8vXQIi #DataScience #MachineLearning #ML https://t.co/lCUMildGVJ
537,RT @willman20: How Machine Learning Works for Social Good https://t.co/kTja8vXQIi #DataScience #MachineLearning #ML https://t.co/lCUMildGVJ
538,"@swamisez @HedgeyeDDale @KeithMcCullough @gsbalaraman @lballabio I used to be think i was very good at Maths when i was younger, but the more i discover what others are capable of, especially some quants with machine learning &amp; algos, i feel so little lol... Thanks for the link man, i'll ask my wife to order this book for my birthday"
539,"RT @222_skawngur: หลังจากทำงานในบ.อินแจ ดัลมีก็ออกมาตั้งบ.ใหม่เอง ใช้ชื่อว่า ""ชองมยอง คอมปานี"" (ชื่อของพ่อดัลมี) ซึ่งดัลมีเป็นCEO 
เอาโปรเจ…"
540,"RT @Datascience__: AI, machine learning, and blockchain are key for healthcare innovation https://t.co/OvueSo6Szw  #MachineLearning"
541,"RT @svpino: Don't start your career in Machine Learning by writing a lot of code. You should start by learning to think about problems. 

I…"
542,"RT @mallyvai: DeepSpeare - TensorFlow'd Shakespeare.  Shall I compare thee to a cyborg's day?

Github repo:
https://t.co/f3LgUQCYKr

https:…"
543,"RT @omarsar0: Has #100DaysOfMLCode actually worked for anyone?

Learning about machine learning is an extremely bumpy road. 

In my experie…"
544,"RT @svpino: Here is one of the best resources I've found to learn some of the math behind Machine Learning!

And it's free!

""Introduction…"
545,"RT @222_skawngur: หลังจากทำงานในบ.อินแจ ดัลมีก็ออกมาตั้งบ.ใหม่เอง ใช้ชื่อว่า ""ชองมยอง คอมปานี"" (ชื่อของพ่อดัลมี) ซึ่งดัลมีเป็นCEO 
เอาโปรเจ…"
546,"RT @PrasoonPratham: My most favourite Machine learning tools : 

- Google colab
- Kaggle
- TensorFlow
- Pytorch
- SciKit Learn
- Pandas
- M…"
547,RT @Paula_Piccard: Machine Learning Solution Architecture #MachineLearning #learning  https://t.co/mU1pCELT5P
548,RT @im_a_developer: How to create a chatbot in Python https://t.co/1nx4cFBwm8 #python #machine-learning #artificialintelligence #data-scien…
549,"RT @Newcoupon01: Free Coupon Discount - Complete Machine Learning and Data Science: Zero to Mastery
Link -&gt; https://t.co/Bz9wL9PpK1

#udemy…"
550,RT @imsoumyarendra: JUST IN: Amazon Web Services and Drone Federation of India (@dronefed) have partnered to identify solutions by drone ap…
551,RT @serik0411: Machine Learning for Business #UX #learning #machinelearning via https://t.co/bQq9jqbHuf https://t.co/4dea5rjCkb
552,"RT @couponed_code: Machine Learning Deep Learning Model Deployment 
@udemy Udemy Promo Discount

https://t.co/mz5AngC2RJ

#DeepLearning #An…"
553,"RT @drsrinathsridha: I am looking for PhD students to join my group in Fall 2021 @BrownCSDept

If you are interested in 3D computer vision…"
554,Machine Learning: An Applied Mathematics Introduction https://t.co/CdglcMcSAB #datascience #ad
555,"RT @couponed_code: Machine Learning Deep Learning Model Deployment 
@udemy Udemy Promo Discount

https://t.co/mz5AngC2RJ

#DeepLearning #An…"
556,"Why Automated Machine Learning Is Becoming A Must-Have Business Intelligence Skill: Many BI job offerings want someone who can deploy predictive models that actively impact the company, instead of passive analytics, like dashboards. https://t.co/1p5emD3T47"
557,"Why Automated Machine Learning Is Becoming A Must-Have Business Intelligence Skill

https://t.co/BrKgLfiLHc https://t.co/Wb3pfM23y9"
558,RT @imsoumyarendra: JUST IN: Amazon Web Services and Drone Federation of India (@dronefed) have partnered to identify solutions by drone ap…
559,Why Automated Machine Learning Is Becoming A Must-Have Business Intelligence Skill https://t.co/Aqq6v241AT https://t.co/5Eu49N70XQ
560,Why Automated Machine Learning Is Becoming A Must-Have Business Intelligence Skill https://t.co/bzdRfknGv2 https://t.co/7HHrx267uT
561,How Lyft Uses PyTorch to Power Machine Learning for Their Self-Driving Cars https://t.co/uo41YKNFnA  #Pytorch
562,RT @IntuitMachine: The state of machine learning practice: https://t.co/A4pesHh9c8
563,@S_Bucaille @aslxne https://t.co/xuUffUGfxQ
564,"At #SC20, @graphcoreai's Simon Knowles discussed the future of AI and gave some fascinating insights into how we can train tomorrow's superhuman machine learning models efficiently.

Watch his talk here 🤖👇

#DeepLearning #MachineLearning #IPU #AI
https://t.co/eQujAIyS1L"
565,"RT @omarsar0: Has #100DaysOfMLCode actually worked for anyone?

Learning about machine learning is an extremely bumpy road. 

In my experie…"
566,"Has #100DaysOfMLCode actually worked for anyone?

Learning about machine learning is an extremely bumpy road. 

In my experience, 100 days easily turn into 1000+ days and you still feel like you are just getting started.

Oh, and by the way, things change regularly in the field."
567,AI-generated brutalist buildings feature in hypnotic Moullinex music videos https://t.co/zrrlL8iGYG v. @michaelbhaskar
568,"RT @USTglobal: Interested in #AI, data science &amp; analytics? Our Chief Architect for AI &amp; Machine Learning @adnanmasood will be speaking at…"
569,"RT @AbozeBrain: I just published an article on building an SMS spam detection web application using Python, machine learning and Vonage API…"
570,"AI and Machine Learning Can Repurpose Humans, Not Replace Them https://t.co/EiGr2CPNUJ"
571,RT @The__Leadership: Why Automated Machine Learning Is Becoming A Must-Have Business Intelligence Skill https://t.co/0Xte7PBtSS #GrowthHack…
572,"Data Science 2020: Data Science &amp; Machine Learning in Python - https://t.co/fDQWrBlyuV
-
 #datascience #python #science #machinelearning"
573,RT @HiddenWires: What will be the most important technologies in 2021? Survey states that 25% of respondents think AI and machine learning…
574,"What will be the most important technologies in 2021? Survey states that 25% of respondents think AI and machine learning will have greatest impact on global pandemic recovery https://t.co/177CtCYGo4

#IEEE #remoteworking #IoT #AI #5G #machinelearning #cybersecurity #Covid19 https://t.co/KNB1s2rpTr"
575,"How to Explain your Machine Learning Predictions with SHAP Values | by Chetan Ambi | Towards AI | Nov, 2020 | Medium https://t.co/lszRC8t8Tl"
576,@Samsung your team servicing washing machine is always on learning mode in India. Why should a customer suffer due to malpractice in the company and policy was changed so no service centre stores any spares.  Please investigate this corruption within. Who changed policy and why.
577,RT @IJRMktg: AI is becoming an increasingly important part of Marketing. Ma and Sun overview the most common methods of machine learning an…
578,"RT @sachinjainphd: Practical strategies to minimize #bias in #MachineLearning 

https://t.co/ZzoON5j1wh

#ArtificialIntelligence #DeepLearn…"
579,"RT @byLilyV: Complete #Python #Developer in 2020: Zero to Mastery
How to become a #Python3 Developer and get hired
Build 12+ projects
learn…"
580,"RT @byLilyV: Complete #Python #Developer in 2020: Zero to Mastery
How to become a #Python3 Developer and get hired
Build 12+ projects
learn…"
581,"RT @ipfconline1: Orchestrating #MachineLearning Models on Kubernetes in #DevOps Space 

https://t.co/RLd9FUkxXF v/ @AI_oodles 
#AI
Cc @Deep…"
582,RT @Kvindvr: @CryptoNews_Indo @SnapBotsIO Snap Innovations is an Artificial Intelligence research company that focuses on the fields of Mac…
583,RT @kdnuggets: Overview of Different Approaches to Deploying #MachineLearning Models in Production #KDN https://t.co/t0dIpD9dgn
584,"5-Minute Machine Learning. Principal component analysis (PCA) is… | by Andre Violante | Nov, 2020 | Towards Data Science https://t.co/g519DI6WQb"
585,RT @machinelearnflx: Deciphering the Menace of Machine Learning on Social System https://t.co/85YPbUr0Ls  #MachineLearning
